                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.5441,                 3.2468,                 1.6638,                0.20938,                0.16393,                0.14469,                0.04997,                 2.2018,                 2.3776,                 1.3802,             0.00066032,             0.00066032,             0.00066032
                      2,                 1.7171,                  2.041,                 1.2217,                0.22988,                0.52115,                0.18807,                 0.0697,                 2.1376,                 1.8699,                 1.4483,              0.0013138,              0.0013138,              0.0013138
                      3,                 1.6433,                 1.8595,                 1.1964,                0.23082,                0.55738,                 0.2365,                0.08734,                 2.0379,                 1.7649,                 1.3252,              0.0019542,              0.0019542,              0.0019542
                      4,                 1.6168,                 1.7814,                 1.1916,                0.25551,                0.59016,                0.24174,                0.08372,                 2.0688,                 1.6886,                  1.462,              0.0019406,              0.0019406,              0.0019406
                      5,                 1.5973,                 1.7687,                 1.2025,                0.26055,                0.51639,                0.26746,                0.09394,                 2.0656,                 1.6728,                 1.4047,              0.0019208,              0.0019208,              0.0019208
                      6,                  1.537,                 1.7274,                 1.1797,                 0.2663,                0.48361,                0.28771,                0.09716,                 1.9913,                 1.6614,                 1.3867,               0.001901,               0.001901,               0.001901
                      7,                 1.5498,                 1.6987,                 1.1798,                0.23645,                0.60656,                0.24196,                0.09034,                 1.9662,                 1.6639,                 1.3491,              0.0018812,              0.0018812,              0.0018812
                      8,                 1.5254,                 1.7098,                 1.1781,                0.25964,                0.54617,                0.24695,                0.09039,                 2.0412,                  1.696,                 1.4033,              0.0018614,              0.0018614,              0.0018614
                      9,                 1.4994,                 1.6969,                 1.1643,                0.22809,                0.54918,                0.23626,                0.08373,                 2.0672,                 1.7155,                 1.3658,              0.0018416,              0.0018416,              0.0018416
                     10,                 1.4906,                 1.6626,                  1.156,                0.24828,                0.48361,                 0.2719,                 0.0961,                 1.9946,                 1.6059,                 1.3983,              0.0018218,              0.0018218,              0.0018218
                     11,                 1.4841,                 1.6556,                 1.1658,                0.19832,                0.27049,                0.11247,                0.03908,                 2.2954,                 2.8109,                 1.3401,               0.001802,               0.001802,               0.001802
